"StateCode","EQDeductibleTier","EQClass","EQDeductible","EQSubLimitPct_From","EQSubLimitPct_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW",2,"2A","1,000,000",4,5,10000001,2147483647,3.96,3.744
"CW",2,"2A","1,000,000",5,10,10000001,2147483647,3.744,3
"CW",2,"2A","1,000,000",10,15,10000001,2147483647,3,2.533
"CW",2,"2A","1,000,000",15,20,10000001,2147483647,2.533,2.208
"CW",2,"2A","1,000,000",20,25,10000001,2147483647,2.208,1.968
"CW",2,"2A","1,000,000",25,30,10000001,2147483647,1.968,1.781
"CW",2,"2A","1,000,000",30,35,10000001,2147483647,1.781,1.632
"CW",2,"2A","1,000,000",35,40,10000001,2147483647,1.632,1.51
"CW",2,"2A","1,000,000",40,45,10000001,2147483647,1.51,1.408
"CW",2,"2A","1,000,000",45,50,10000001,2147483647,1.408,1.322
"CW",2,"2A","1,000,000",50,55,10000001,2147483647,1.322,1.247
"CW",2,"2A","1,000,000",55,60,10000001,2147483647,1.247,1.183
"CW",2,"2A","1,000,000",60,65,10000001,2147483647,1.183,1.127
"CW",2,"2A","1,000,000",65,70,10000001,2147483647,1.127,1.079
"CW",2,"2A","1,000,000",70,75,10000001,2147483647,1.079,1.037
"CW",2,"2A","1,000,000",75,2147483647,10000001,2147483647,1.037,1.037
"CW",2,"3C","1,000,000",1,2,10000001,2147483647,4.4,4.12
"CW",2,"3C","1,000,000",2,3,10000001,2147483647,4.12,3.893
"CW",2,"3C","1,000,000",3,4,10000001,2147483647,3.893,3.7
"CW",2,"3C","1,000,000",4,5,10000001,2147483647,3.7,3.552
"CW",2,"3C","1,000,000",5,10,10000001,2147483647,3.552,2.944
"CW",2,"3C","1,000,000",10,15,10000001,2147483647,2.944,2.549
"CW",2,"3C","1,000,000",15,20,10000001,2147483647,2.549,2.268
"CW",2,"3C","1,000,000",20,25,10000001,2147483647,2.268,2.058
"CW",2,"3C","1,000,000",25,30,10000001,2147483647,2.058,1.891
"CW",2,"3C","1,000,000",30,35,10000001,2147483647,1.891,1.753
"CW",2,"3C","1,000,000",35,40,10000001,2147483647,1.753,1.642
"CW",2,"3C","1,000,000",40,45,10000001,2147483647,1.642,1.547
"CW",2,"3C","1,000,000",45,50,10000001,2147483647,1.547,1.467
"CW",2,"3C","1,000,000",50,55,10000001,2147483647,1.467,1.398
"CW",2,"3C","1,000,000",55,60,10000001,2147483647,1.398,1.339
"CW",2,"3C","1,000,000",60,65,10000001,2147483647,1.339,1.287
"CW",2,"3C","1,000,000",65,70,10000001,2147483647,1.287,1.243
"CW",2,"3C","1,000,000",70,75,10000001,2147483647,1.243,1.205
"CW",2,"3C","1,000,000",75,2147483647,10000001,2147483647,1.205,1.205
"CW",2,"4B","1,000,000",1,2,10000001,2147483647,4.72,4.4
"CW",2,"4B","1,000,000",2,3,10000001,2147483647,4.4,4.16
"CW",2,"4B","1,000,000",3,4,10000001,2147483647,4.16,3.96
"CW",2,"4B","1,000,000",4,5,10000001,2147483647,3.96,3.776
"CW",2,"4B","1,000,000",5,10,10000001,2147483647,3.776,3.112
"CW",2,"4B","1,000,000",10,15,10000001,2147483647,3.112,2.677
"CW",2,"4B","1,000,000",15,20,10000001,2147483647,2.677,2.372
"CW",2,"4B","1,000,000",20,25,10000001,2147483647,2.372,2.141
"CW",2,"4B","1,000,000",25,30,10000001,2147483647,2.141,1.96
"CW",2,"4B","1,000,000",30,35,10000001,2147483647,1.96,1.815
"CW",2,"4B","1,000,000",35,40,10000001,2147483647,1.815,1.694
"CW",2,"4B","1,000,000",40,45,10000001,2147483647,1.694,1.593
"CW",2,"4B","1,000,000",45,50,10000001,2147483647,1.593,1.506
"CW",2,"4B","1,000,000",50,55,10000001,2147483647,1.506,1.433
"CW",2,"4B","1,000,000",55,60,10000001,2147483647,1.433,1.368
"CW",2,"4B","1,000,000",60,65,10000001,2147483647,1.368,1.313
"CW",2,"4B","1,000,000",65,70,10000001,2147483647,1.313,1.265
"CW",2,"4B","1,000,000",70,75,10000001,2147483647,1.265,1.225
"CW",2,"4B","1,000,000",75,2147483647,10000001,2147483647,1.225,1.225
"CW",3,"1C","1,000,000",1,2,10000001,2147483647,3.84,3.64
"CW",3,"1C","1,000,000",2,3,10000001,2147483647,3.64,3.44
"CW",3,"1C","1,000,000",3,4,10000001,2147483647,3.44,3.28
"CW",3,"1C","1,000,000",4,5,10000001,2147483647,3.28,3.136
"CW",3,"1C","1,000,000",5,10,10000001,2147483647,3.136,2.6
"CW",3,"1C","1,000,000",10,15,10000001,2147483647,2.6,2.251
"CW",3,"1C","1,000,000",15,20,10000001,2147483647,2.251,2
"CW",3,"1C","1,000,000",20,25,10000001,2147483647,2,1.808
"CW",3,"1C","1,000,000",25,30,10000001,2147483647,1.808,1.659
"CW",3,"1C","1,000,000",30,35,10000001,2147483647,1.659,1.534
"CW",3,"1C","1,000,000",35,40,10000001,2147483647,1.534,1.432
"CW",3,"1C","1,000,000",40,45,10000001,2147483647,1.432,1.348
"CW",3,"1C","1,000,000",45,50,10000001,2147483647,1.348,1.274
"CW",3,"1C","1,000,000",50,55,10000001,2147483647,1.274,1.21
"CW",3,"1C","1,000,000",55,60,10000001,2147483647,1.21,1.156
"CW",3,"1C","1,000,000",60,65,10000001,2147483647,1.156,1.109
"CW",3,"1C","1,000,000",65,70,10000001,2147483647,1.109,1.066
"CW",3,"1C","1,000,000",70,75,10000001,2147483647,1.066,1.03
"CW",3,"1C","1,000,000",75,2147483647,10000001,2147483647,1.03,1.03
"CW",3,"2A","1,000,000",1,2,10000001,2147483647,5.68,5.24
"CW",3,"2A","1,000,000",2,3,10000001,2147483647,5.24,4.88
"CW",3,"2A","1,000,000",3,4,10000001,2147483647,4.88,4.58
"CW",3,"2A","1,000,000",4,5,10000001,2147483647,4.58,4.32
"CW",3,"2A","1,000,000",5,10,10000001,2147483647,4.32,3.384
"CW",3,"2A","1,000,000",10,15,10000001,2147483647,3.384,2.811
"CW",3,"2A","1,000,000",15,20,10000001,2147483647,2.811,2.416
"CW",3,"2A","1,000,000",20,25,10000001,2147483647,2.416,2.128
"CW",3,"2A","1,000,000",25,30,10000001,2147483647,2.128,1.907
"CW",3,"2A","1,000,000",30,35,10000001,2147483647,1.907,1.733
"CW",3,"2A","1,000,000",35,40,10000001,2147483647,1.733,1.59
"CW",3,"2A","1,000,000",40,45,10000001,2147483647,1.59,1.472
"CW",3,"2A","1,000,000",45,50,10000001,2147483647,1.472,1.371
"CW",3,"2A","1,000,000",50,55,10000001,2147483647,1.371,1.286
"CW",3,"2A","1,000,000",55,60,10000001,2147483647,1.286,1.212
"CW",3,"2A","1,000,000",60,65,10000001,2147483647,1.212,1.148
"CW",3,"2A","1,000,000",65,70,10000001,2147483647,1.148,1.093
"CW",3,"2A","1,000,000",70,75,10000001,2147483647,1.093,1.043
"CW",3,"2A","1,000,000",75,2147483647,10000001,2147483647,1.043,1.043
"CW",3,"3C","1,000,000",1,2,10000001,2147483647,5.52,5.16
"CW",3,"3C","1,000,000",2,3,10000001,2147483647,5.16,4.88
"CW",3,"3C","1,000,000",3,4,10000001,2147483647,4.88,4.62
"CW",3,"3C","1,000,000",4,5,10000001,2147483647,4.62,4.4
"CW",3,"3C","1,000,000",5,10,10000001,2147483647,4.4,3.576
"CW",3,"3C","1,000,000",10,15,10000001,2147483647,3.576,3.056
"CW",3,"3C","1,000,000",15,20,10000001,2147483647,3.056,2.68
"CW",3,"3C","1,000,000",20,25,10000001,2147483647,2.68,2.403
"CW",3,"3C","1,000,000",25,30,10000001,2147483647,2.403,2.181
"CW",3,"3C","1,000,000",30,35,10000001,2147483647,2.181,2.005
"CW",3,"3C","1,000,000",35,40,10000001,2147483647,2.005,1.86
"CW",3,"3C","1,000,000",40,45,10000001,2147483647,1.86,1.737
"CW",3,"3C","1,000,000",45,50,10000001,2147483647,1.737,1.632
"CW",3,"3C","1,000,000",50,55,10000001,2147483647,1.632,1.542
"CW",3,"3C","1,000,000",55,60,10000001,2147483647,1.542,1.464
"CW",3,"3C","1,000,000",60,65,10000001,2147483647,1.464,1.396
"CW",3,"3C","1,000,000",65,70,10000001,2147483647,1.396,1.336
"CW",3,"3C","1,000,000",70,75,10000001,2147483647,1.336,1.284
"CW",3,"3C","1,000,000",75,2147483647,10000001,2147483647,1.284,1.284
"CW",3,"4B","1,000,000",1,2,10000001,2147483647,5.84,5.48
"CW",3,"4B","1,000,000",2,3,10000001,2147483647,5.48,5.147
"CW",3,"4B","1,000,000",3,4,10000001,2147483647,5.147,4.86
"CW",3,"4B","1,000,000",4,5,10000001,2147483647,4.86,4.624
"CW",3,"4B","1,000,000",5,10,10000001,2147483647,4.624,3.736
"CW",3,"4B","1,000,000",10,15,10000001,2147483647,3.736,3.168
"CW",3,"4B","1,000,000",15,20,10000001,2147483647,3.168,2.772
"CW",3,"4B","1,000,000",20,25,10000001,2147483647,2.772,2.474
"CW",3,"4B","1,000,000",25,30,10000001,2147483647,2.474,2.243
"CW",3,"4B","1,000,000",30,35,10000001,2147483647,2.243,2.055
"CW",3,"4B","1,000,000",35,40,10000001,2147483647,2.055,1.902
"CW",3,"4B","1,000,000",40,45,10000001,2147483647,1.902,1.774
"CW",3,"4B","1,000,000",45,50,10000001,2147483647,1.774,1.664
"CW",3,"4B","1,000,000",50,55,10000001,2147483647,1.664,1.569
"CW",3,"4B","1,000,000",55,60,10000001,2147483647,1.569,1.489
"CW",3,"4B","1,000,000",60,65,10000001,2147483647,1.489,1.418
"CW",3,"4B","1,000,000",65,70,10000001,2147483647,1.418,1.355
"CW",3,"4B","1,000,000",70,75,10000001,2147483647,1.355,1.301
"CW",3,"4B","1,000,000",75,2147483647,10000001,2147483647,1.301,1.301
"CW",1,"1D","1,000,000",1,2,10000001,2147483647,2.48,2.36
"CW",1,"1D","1,000,000",2,3,10000001,2147483647,2.36,2.267
"CW",1,"1D","1,000,000",3,4,10000001,2147483647,2.267,2.18
"CW",1,"1D","1,000,000",4,5,10000001,2147483647,2.18,2.112
"CW",1,"1D","1,000,000",5,10,10000001,2147483647,2.112,1.84
"CW",1,"1D","1,000,000",10,15,10000001,2147483647,1.84,1.659
"CW",1,"1D","1,000,000",15,20,10000001,2147483647,1.659,1.524
"CW",1,"1D","1,000,000",20,25,10000001,2147483647,1.524,1.421
"CW",1,"1D","1,000,000",25,30,10000001,2147483647,1.421,1.339
"CW",1,"1D","1,000,000",30,35,10000001,2147483647,1.339,1.271
"CW",1,"1D","1,000,000",35,40,10000001,2147483647,1.271,1.214
"CW",1,"1D","1,000,000",40,45,10000001,2147483647,1.214,1.166
"CW",1,"1D","1,000,000",45,50,10000001,2147483647,1.166,1.126
"CW",1,"1D","1,000,000",50,55,10000001,2147483647,1.126,1.092
"CW",1,"1D","1,000,000",55,60,10000001,2147483647,1.092,1.064
"CW",1,"1D","1,000,000",60,65,10000001,2147483647,1.064,1.04
"CW",1,"1D","1,000,000",65,70,10000001,2147483647,1.04,1.022
"CW",1,"1D","1,000,000",70,75,10000001,2147483647,1.022,1.008
"CW",1,"1D","1,000,000",75,2147483647,10000001,2147483647,1.008,1.008
"CW",2,"1D","1,000,000",1,2,10000001,2147483647,3.36,3.2
"CW",2,"1D","1,000,000",2,3,10000001,2147483647,3.2,3.04
"CW",2,"1D","1,000,000",3,4,10000001,2147483647,3.04,2.92
"CW",2,"1D","1,000,000",4,5,10000001,2147483647,2.92,2.784
"CW",2,"1D","1,000,000",5,10,10000001,2147483647,2.784,2.344
"CW",2,"1D","1,000,000",10,15,10000001,2147483647,2.344,2.048
"CW",2,"1D","1,000,000",15,20,10000001,2147483647,2.048,1.836
"CW",2,"1D","1,000,000",20,25,10000001,2147483647,1.836,1.674
"CW",2,"1D","1,000,000",25,30,10000001,2147483647,1.674,1.547
"CW",2,"1D","1,000,000",30,35,10000001,2147483647,1.547,1.442
"CW",2,"1D","1,000,000",35,40,10000001,2147483647,1.442,1.356
"CW",2,"1D","1,000,000",40,45,10000001,2147483647,1.356,1.284
"CW",2,"1D","1,000,000",45,50,10000001,2147483647,1.284,1.221
"CW",2,"1D","1,000,000",50,55,10000001,2147483647,1.221,1.168
"CW",2,"1D","1,000,000",55,60,10000001,2147483647,1.168,1.123
"CW",2,"1D","1,000,000",60,65,10000001,2147483647,1.123,1.084
"CW",2,"1D","1,000,000",65,70,10000001,2147483647,1.084,1.05
"CW",2,"1D","1,000,000",70,75,10000001,2147483647,1.05,1.023
"CW",2,"1D","1,000,000",75,2147483647,10000001,2147483647,1.023,1.023
"CW",3,"1D","1,000,000",1,2,10000001,2147483647,3.84,3.64
"CW",3,"1D","1,000,000",2,3,10000001,2147483647,3.64,3.44
"CW",3,"1D","1,000,000",3,4,10000001,2147483647,3.44,3.28
"CW",3,"1D","1,000,000",4,5,10000001,2147483647,3.28,3.136
"CW",3,"1D","1,000,000",5,10,10000001,2147483647,3.136,2.6
"CW",3,"1D","1,000,000",10,15,10000001,2147483647,2.6,2.251
"CW",3,"1D","1,000,000",15,20,10000001,2147483647,2.251,2
"CW",3,"1D","1,000,000",20,25,10000001,2147483647,2,1.808
"CW",3,"1D","1,000,000",25,30,10000001,2147483647,1.808,1.659
"CW",3,"1D","1,000,000",30,35,10000001,2147483647,1.659,1.534
"CW",3,"1D","1,000,000",35,40,10000001,2147483647,1.534,1.432
"CW",3,"1D","1,000,000",40,45,10000001,2147483647,1.432,1.348
"CW",3,"1D","1,000,000",45,50,10000001,2147483647,1.348,1.274
"CW",3,"1D","1,000,000",50,55,10000001,2147483647,1.274,1.21
"CW",3,"1D","1,000,000",55,60,10000001,2147483647,1.21,1.156
"CW",3,"1D","1,000,000",60,65,10000001,2147483647,1.156,1.109
"CW",3,"1D","1,000,000",65,70,10000001,2147483647,1.109,1.066
"CW",3,"1D","1,000,000",70,75,10000001,2147483647,1.066,1.03
"CW",3,"1D","1,000,000",75,2147483647,10000001,2147483647,1.03,1.03
"CW",1,"5A","1,000,000",1,2,10000001,2147483647,2.64,2.56
"CW",1,"5A","1,000,000",2,3,10000001,2147483647,2.56,2.453
"CW",1,"5A","1,000,000",3,4,10000001,2147483647,2.453,2.36
"CW",1,"5A","1,000,000",4,5,10000001,2147483647,2.36,2.288
"CW",1,"5A","1,000,000",5,10,10000001,2147483647,2.288,1.992
"CW",1,"5A","1,000,000",10,15,10000001,2147483647,1.992,1.792
"CW",1,"5A","1,000,000",15,20,10000001,2147483647,1.792,1.648
"CW",1,"5A","1,000,000",20,25,10000001,2147483647,1.648,1.536
"CW",1,"5A","1,000,000",25,30,10000001,2147483647,1.536,1.445
"CW",1,"5A","1,000,000",30,35,10000001,2147483647,1.445,1.371
"CW",1,"5A","1,000,000",35,40,10000001,2147483647,1.371,1.308
"CW",1,"5A","1,000,000",40,45,10000001,2147483647,1.308,1.257
"CW",1,"5A","1,000,000",45,50,10000001,2147483647,1.257,1.214
"CW",1,"5A","1,000,000",50,55,10000001,2147483647,1.214,1.177
"CW",1,"5A","1,000,000",55,60,10000001,2147483647,1.177,1.147
"CW",1,"5A","1,000,000",60,65,10000001,2147483647,1.147,1.121
"CW",1,"5A","1,000,000",65,70,10000001,2147483647,1.121,1.101
"CW",1,"5A","1,000,000",70,75,10000001,2147483647,1.101,1.086
"CW",1,"5A","1,000,000",75,2147483647,10000001,2147483647,1.086,1.086
"CW",2,"5A","1,000,000",1,2,10000001,2147483647,4.72,4.4
"CW",2,"5A","1,000,000",2,3,10000001,2147483647,4.4,4.16
"CW",2,"5A","1,000,000",3,4,10000001,2147483647,4.16,3.96
"CW",2,"5A","1,000,000",4,5,10000001,2147483647,3.96,3.776
"CW",2,"5A","1,000,000",5,10,10000001,2147483647,3.776,3.112
"CW",2,"5A","1,000,000",10,15,10000001,2147483647,3.112,2.677
"CW",2,"5A","1,000,000",15,20,10000001,2147483647,2.677,2.372
"CW",2,"5A","1,000,000",20,25,10000001,2147483647,2.372,2.141
"CW",2,"5A","1,000,000",25,30,10000001,2147483647,2.141,1.96
"CW",2,"5A","1,000,000",30,35,10000001,2147483647,1.96,1.815
"CW",2,"5A","1,000,000",35,40,10000001,2147483647,1.815,1.694
"CW",2,"5A","1,000,000",40,45,10000001,2147483647,1.694,1.593
"CW",2,"5A","1,000,000",45,50,10000001,2147483647,1.593,1.506
"CW",2,"5A","1,000,000",50,55,10000001,2147483647,1.506,1.433
"CW",2,"5A","1,000,000",55,60,10000001,2147483647,1.433,1.368
"CW",2,"5A","1,000,000",60,65,10000001,2147483647,1.368,1.313
"CW",2,"5A","1,000,000",65,70,10000001,2147483647,1.313,1.265
"CW",2,"5A","1,000,000",70,75,10000001,2147483647,1.265,1.225
"CW",2,"5A","1,000,000",75,2147483647,10000001,2147483647,1.225,1.225
"CW",3,"5A","1,000,000",1,2,10000001,2147483647,5.84,5.48
"CW",3,"5A","1,000,000",2,3,10000001,2147483647,5.48,5.147
"CW",3,"5A","1,000,000",3,4,10000001,2147483647,5.147,4.86
"CW",3,"5A","1,000,000",4,5,10000001,2147483647,4.86,4.624
"CW",3,"5A","1,000,000",5,10,10000001,2147483647,4.624,3.736
"CW",3,"5A","1,000,000",10,15,10000001,2147483647,3.736,3.168
"CW",3,"5A","1,000,000",15,20,10000001,2147483647,3.168,2.772
"CW",3,"5A","1,000,000",20,25,10000001,2147483647,2.772,2.474
"CW",3,"5A","1,000,000",25,30,10000001,2147483647,2.474,2.243
"CW",3,"5A","1,000,000",30,35,10000001,2147483647,2.243,2.055
"CW",3,"5A","1,000,000",35,40,10000001,2147483647,2.055,1.902
"CW",3,"5A","1,000,000",40,45,10000001,2147483647,1.902,1.774
"CW",3,"5A","1,000,000",45,50,10000001,2147483647,1.774,1.664
"CW",3,"5A","1,000,000",50,55,10000001,2147483647,1.664,1.569
"CW",3,"5A","1,000,000",55,60,10000001,2147483647,1.569,1.489
"CW",3,"5A","1,000,000",60,65,10000001,2147483647,1.489,1.418
"CW",3,"5A","1,000,000",65,70,10000001,2147483647,1.418,1.355
"CW",3,"5A","1,000,000",70,75,10000001,2147483647,1.355,1.301
"CW",3,"5A","1,000,000",75,2147483647,10000001,2147483647,1.301,1.301
"CW",1,"2B","1,000,000",1,2,10000001,2147483647,2.72,2.6
"CW",1,"2B","1,000,000",2,3,10000001,2147483647,2.6,2.48
"CW",1,"2B","1,000,000",3,4,10000001,2147483647,2.48,2.38
"CW",1,"2B","1,000,000",4,5,10000001,2147483647,2.38,2.304
"CW",1,"2B","1,000,000",5,10,10000001,2147483647,2.304,1.992
"CW",1,"2B","1,000,000",10,15,10000001,2147483647,1.992,1.781
"CW",1,"2B","1,000,000",15,20,10000001,2147483647,1.781,1.628
"CW",1,"2B","1,000,000",20,25,10000001,2147483647,1.628,1.51
"CW",1,"2B","1,000,000",25,30,10000001,2147483647,1.51,1.413
"CW",1,"2B","1,000,000",30,35,10000001,2147483647,1.413,1.335
"CW",1,"2B","1,000,000",35,40,10000001,2147483647,1.335,1.268
"CW",1,"2B","1,000,000",40,45,10000001,2147483647,1.268,1.212
"CW",1,"2B","1,000,000",45,50,10000001,2147483647,1.212,1.165
"CW",1,"2B","1,000,000",50,55,10000001,2147483647,1.165,1.123
"CW",1,"2B","1,000,000",55,60,10000001,2147483647,1.123,1.089
"CW",1,"2B","1,000,000",60,65,10000001,2147483647,1.089,1.06
"CW",1,"2B","1,000,000",65,70,10000001,2147483647,1.06,1.034
"CW",1,"2B","1,000,000",70,75,10000001,2147483647,1.034,1.014
"CW",1,"2B","1,000,000",75,2147483647,10000001,2147483647,1.014,1.014
"CW",2,"2B","1,000,000",1,2,10000001,2147483647,4.8,4.48
"CW",2,"2B","1,000,000",2,3,10000001,2147483647,4.48,4.187
"CW",2,"2B","1,000,000",3,4,10000001,2147483647,4.187,3.96
"CW",2,"2B","1,000,000",4,5,10000001,2147483647,3.96,3.744
"CW",2,"2B","1,000,000",5,10,10000001,2147483647,3.744,3
"CW",2,"2B","1,000,000",10,15,10000001,2147483647,3,2.533
"CW",2,"2B","1,000,000",15,20,10000001,2147483647,2.533,2.208
"CW",2,"2B","1,000,000",20,25,10000001,2147483647,2.208,1.968
"CW",2,"2B","1,000,000",25,30,10000001,2147483647,1.968,1.781
"CW",2,"2B","1,000,000",30,35,10000001,2147483647,1.781,1.632
"CW",2,"2B","1,000,000",35,40,10000001,2147483647,1.632,1.51
"CW",2,"2B","1,000,000",40,45,10000001,2147483647,1.51,1.408
"CW",2,"2B","1,000,000",45,50,10000001,2147483647,1.408,1.322
"CW",2,"2B","1,000,000",50,55,10000001,2147483647,1.322,1.247
"CW",2,"2B","1,000,000",55,60,10000001,2147483647,1.247,1.183
"CW",2,"2B","1,000,000",60,65,10000001,2147483647,1.183,1.127
"CW",2,"2B","1,000,000",65,70,10000001,2147483647,1.127,1.079
"CW",2,"2B","1,000,000",70,75,10000001,2147483647,1.079,1.037
"CW",2,"2B","1,000,000",75,2147483647,10000001,2147483647,1.037,1.037
"CW",3,"2B","1,000,000",1,2,10000001,2147483647,5.68,5.24
"CW",3,"2B","1,000,000",2,3,10000001,2147483647,5.24,4.88
"CW",3,"2B","1,000,000",3,4,10000001,2147483647,4.88,4.58
"CW",3,"2B","1,000,000",4,5,10000001,2147483647,4.58,4.32
"CW",3,"2B","1,000,000",5,10,10000001,2147483647,4.32,3.384
"CW",3,"2B","1,000,000",10,15,10000001,2147483647,3.384,2.811
"CW",3,"2B","1,000,000",15,20,10000001,2147483647,2.811,2.416
"CW",3,"2B","1,000,000",20,25,10000001,2147483647,2.416,2.128
"CW",3,"2B","1,000,000",25,30,10000001,2147483647,2.128,1.907
"CW",3,"2B","1,000,000",30,35,10000001,2147483647,1.907,1.733
"CW",3,"2B","1,000,000",35,40,10000001,2147483647,1.733,1.59
"CW",3,"2B","1,000,000",40,45,10000001,2147483647,1.59,1.472
"CW",3,"2B","1,000,000",45,50,10000001,2147483647,1.472,1.371
"CW",3,"2B","1,000,000",50,55,10000001,2147483647,1.371,1.286
"CW",3,"2B","1,000,000",55,60,10000001,2147483647,1.286,1.212
"CW",3,"2B","1,000,000",60,65,10000001,2147483647,1.212,1.148
"CW",3,"2B","1,000,000",65,70,10000001,2147483647,1.148,1.093
"CW",3,"2B","1,000,000",70,75,10000001,2147483647,1.093,1.043
"CW",3,"2B","1,000,000",75,2147483647,10000001,2147483647,1.043,1.043
"CW",1,"3B","1,000,000",1,2,10000001,2147483647,2.72,2.6
"CW",1,"3B","1,000,000",2,3,10000001,2147483647,2.6,2.48
"CW",1,"3B","1,000,000",3,4,10000001,2147483647,2.48,2.38
"CW",1,"3B","1,000,000",4,5,10000001,2147483647,2.38,2.304
"CW",1,"3B","1,000,000",5,10,10000001,2147483647,2.304,1.992
"CW",1,"3B","1,000,000",10,15,10000001,2147483647,1.992,1.781
"CW",1,"3B","1,000,000",15,20,10000001,2147483647,1.781,1.628
"CW",1,"3B","1,000,000",20,25,10000001,2147483647,1.628,1.51
"CW",1,"3B","1,000,000",25,30,10000001,2147483647,1.51,1.413
"CW",1,"3B","1,000,000",30,35,10000001,2147483647,1.413,1.335
"CW",1,"3B","1,000,000",35,40,10000001,2147483647,1.335,1.268
"CW",1,"3B","1,000,000",40,45,10000001,2147483647,1.268,1.212
"CW",1,"3B","1,000,000",45,50,10000001,2147483647,1.212,1.165
"CW",1,"3B","1,000,000",50,55,10000001,2147483647,1.165,1.123
"CW",1,"3B","1,000,000",55,60,10000001,2147483647,1.123,1.089
"CW",1,"3B","1,000,000",60,65,10000001,2147483647,1.089,1.06
"CW",1,"3B","1,000,000",65,70,10000001,2147483647,1.06,1.034
"CW",1,"3B","1,000,000",70,75,10000001,2147483647,1.034,1.014
"CW",1,"3B","1,000,000",75,2147483647,10000001,2147483647,1.014,1.014
"CW",2,"3B","1,000,000",1,2,10000001,2147483647,4.8,4.48
"CW",2,"3B","1,000,000",2,3,10000001,2147483647,4.48,4.187
"CW",2,"3B","1,000,000",3,4,10000001,2147483647,4.187,3.96
"CW",2,"3B","1,000,000",4,5,10000001,2147483647,3.96,3.744
"CW",2,"3B","1,000,000",5,10,10000001,2147483647,3.744,3
"CW",2,"3B","1,000,000",10,15,10000001,2147483647,3,2.533
"CW",2,"3B","1,000,000",15,20,10000001,2147483647,2.533,2.208
"CW",2,"3B","1,000,000",20,25,10000001,2147483647,2.208,1.968
"CW",2,"3B","1,000,000",25,30,10000001,2147483647,1.968,1.781
"CW",2,"3B","1,000,000",30,35,10000001,2147483647,1.781,1.632
"CW",2,"3B","1,000,000",35,40,10000001,2147483647,1.632,1.51
"CW",2,"3B","1,000,000",40,45,10000001,2147483647,1.51,1.408
"CW",2,"3B","1,000,000",45,50,10000001,2147483647,1.408,1.322
"CW",2,"3B","1,000,000",50,55,10000001,2147483647,1.322,1.247
"CW",2,"3B","1,000,000",55,60,10000001,2147483647,1.247,1.183
"CW",2,"3B","1,000,000",60,65,10000001,2147483647,1.183,1.127
"CW",2,"3B","1,000,000",65,70,10000001,2147483647,1.127,1.079
"CW",2,"3B","1,000,000",70,75,10000001,2147483647,1.079,1.037
"CW",2,"3B","1,000,000",75,2147483647,10000001,2147483647,1.037,1.037
"CW",3,"3B","1,000,000",1,2,10000001,2147483647,5.68,5.24
"CW",3,"3B","1,000,000",2,3,10000001,2147483647,5.24,4.88
"CW",3,"3B","1,000,000",3,4,10000001,2147483647,4.88,4.58
"CW",3,"3B","1,000,000",4,5,10000001,2147483647,4.58,4.32
"CW",3,"3B","1,000,000",5,10,10000001,2147483647,4.32,3.384
"CW",3,"3B","1,000,000",10,15,10000001,2147483647,3.384,2.811
"CW",3,"3B","1,000,000",15,20,10000001,2147483647,2.811,2.416
"CW",3,"3B","1,000,000",20,25,10000001,2147483647,2.416,2.128
"CW",3,"3B","1,000,000",25,30,10000001,2147483647,2.128,1.907
"CW",3,"3B","1,000,000",30,35,10000001,2147483647,1.907,1.733
"CW",3,"3B","1,000,000",35,40,10000001,2147483647,1.733,1.59
"CW",3,"3B","1,000,000",40,45,10000001,2147483647,1.59,1.472
"CW",3,"3B","1,000,000",45,50,10000001,2147483647,1.472,1.371
"CW",3,"3B","1,000,000",50,55,10000001,2147483647,1.371,1.286
"CW",3,"3B","1,000,000",55,60,10000001,2147483647,1.286,1.212
"CW",3,"3B","1,000,000",60,65,10000001,2147483647,1.212,1.148
"CW",3,"3B","1,000,000",65,70,10000001,2147483647,1.148,1.093
"CW",3,"3B","1,000,000",70,75,10000001,2147483647,1.093,1.043
"CW",3,"3B","1,000,000",75,2147483647,10000001,2147483647,1.043,1.043
"CW",1,"3A","1,000,000",1,2,10000001,2147483647,2.72,2.6
"CW",1,"3A","1,000,000",2,3,10000001,2147483647,2.6,2.48
"CW",1,"3A","1,000,000",3,4,10000001,2147483647,2.48,2.38
"CW",1,"3A","1,000,000",4,5,10000001,2147483647,2.38,2.304
"CW",1,"3A","1,000,000",5,10,10000001,2147483647,2.304,1.992
"CW",1,"3A","1,000,000",10,15,10000001,2147483647,1.992,1.781
"CW",1,"3A","1,000,000",15,20,10000001,2147483647,1.781,1.628
"CW",1,"3A","1,000,000",20,25,10000001,2147483647,1.628,1.51
"CW",1,"3A","1,000,000",25,30,10000001,2147483647,1.51,1.413
"CW",1,"3A","1,000,000",30,35,10000001,2147483647,1.413,1.335
"CW",1,"3A","1,000,000",35,40,10000001,2147483647,1.335,1.268
"CW",1,"3A","1,000,000",40,45,10000001,2147483647,1.268,1.212
"CW",1,"3A","1,000,000",45,50,10000001,2147483647,1.212,1.165
"CW",1,"3A","1,000,000",50,55,10000001,2147483647,1.165,1.123
"CW",1,"3A","1,000,000",55,60,10000001,2147483647,1.123,1.089
"CW",1,"3A","1,000,000",60,65,10000001,2147483647,1.089,1.06
